0,1,2
679.0,10.0,3.0
587.0,172.0,3.5
1157.0,1478.0,4.0
825.0,1560.0,2.5
1187.0,499.0,2.5
272.0,520.0,4.0
716.0,3.0,2.0
396.0,216.0,3.0
1069.0,8.0,3.5
308.0,434.0,1.0
1284.0,5.0,4.0
1274.0,254.0,2.5
995.0,249.0,3.0
263.0,239.0,3.5
1134.0,257.0,3.0
1115.0,5.0,4.0
237.0,233.0,3.5
1246.0,13.0,3.0
987.0,1.0,2.5
171.0,244.0,4.0
746.0,212.0,4.0
334.0,7.0,3.5
1186.0,241.0,3.0
367.0,205.0,3.0
1363.0,216.0,3.0
903.0,236.0,2.0
161.0,215.0,4.0
429.0,3.0,2.0
424.0,7.0,2.5
1018.0,1790.0,4.0
1415.0,10.0,3.0
1205.0,4.0,3.0
1261.0,245.0,3.0
510.0,753.0,3.5
631.0,10.0,2.0
1226.0,12.0,2.5
1147.0,345.0,3.5
21.0,6.0,4.0
1266.0,220.0,4.0
126.0,8.0,4.0
1219.0,13.0,2.0
615.0,236.0,4.0
750.0,220.0,0.5
502.0,252.0,2.5
1439.0,246.0,2.5
1199.0,299.0,4.0
478.0,7.0,3.0
199.0,455.0,4.0
1496.0,236.0,4.0
882.0,17.0,4.0
1003.0,84.0,3.0
485.0,248.0,3.0
1159.0,241.0,3.5
1124.0,1.0,3.0
714.0,212.0,4.0
760.0,233.0,2.0
1279.0,11.0,3.0
842.0,291.0,3.0
95.0,251.0,3.0
279.0,256.0,3.0
204.0,6.0,4.0
1439.0,10.0,3.5
321.0,2.0,3.5
272.0,889.0,3.0
1501.0,13.0,3.0
350.0,3.0,4.0
299.0,212.0,4.0
1480.0,251.0,2.5
382.0,1212.0,2.5
318.0,252.0,2.0
995.0,10.0,1.0
368.0,241.0,3.0
1469.0,3.0,1.0
1385.0,214.0,3.0
451.0,219.0,2.0
1241.0,13.0,3.5
1046.0,252.0,2.0
168.0,249.0,2.5
487.0,206.0,3.0
1468.0,2.0,3.0
215.0,205.0,3.0
28.0,220.0,3.0
271.0,3.0,1.5
1039.0,190.0,3.0
138.0,251.0,2.0
1244.0,1956.0,0.5
1333.0,1996.0,2.5
278.0,588.0,4.0
1504.0,1724.0,3.5
1147.0,655.0,3.0
258.0,10.0,2.0
714.0,245.0,4.0
185.0,212.0,3.5
466.0,216.0,2.0
1081.0,5.0,3.5
1126.0,8.0,3.5
1187.0,1194.0,2.5
896.0,5.0,4.0
264.0,250.0,4.0
540.0,251.0,3.5
900.0,2.0,2.0
1078.0,220.0,2.0
1096.0,6.0,1.0
702.0,945.0,1.5
845.0,3.0,4.0
576.0,246.0,4.0
365.0,217.0,2.5
1100.0,9.0,3.5
1460.0,219.0,3.5
842.0,211.0,4.0
235.0,10.0,2.5
455.0,215.0,4.0
788.0,254.0,3.5
670.0,1234.0,2.0
791.0,2.0,3.5
784.0,255.0,3.5
188.0,26.0,3.0
188.0,840.0,3.0
1458.0,249.0,4.0
1225.0,212.0,2.5
1464.0,252.0,0.5
1377.0,216.0,3.5
367.0,13.0,4.0
999.0,211.0,2.5
1452.0,2058.0,4.0
303.0,7.0,2.0
183.0,3.0,4.0
678.0,241.0,3.5
1115.0,243.0,3.5
1274.0,250.0,3.5
1414.0,255.0,2.5
555.0,216.0,3.5
626.0,7.0,3.5
1366.0,211.0,4.0
1382.0,211.0,3.0
675.0,256.0,3.5
538.0,216.0,2.0
317.0,336.0,3.5
570.0,5.0,3.0
684.0,10.0,3.0
532.0,13.0,3.5
848.0,10.0,4.0
685.0,8.0,0.5
1407.0,1061.0,3.5
1458.0,220.0,4.0
963.0,1677.0,4.0
1109.0,213.0,2.5
139.0,234.0,3.0
382.0,7.0,3.5
3.0,104.0,2.0
1187.0,951.0,2.5
757.0,2.0,3.0
1218.0,121.0,3.5
1505.0,11.0,3.0
1503.0,205.0,3.5
845.0,218.0,4.0
168.0,211.0,4.0
75.0,216.0,2.5
87.0,17.0,2.5
780.0,4.0,3.5
1335.0,239.0,3.5
279.0,17.0,2.0
1352.0,252.0,3.0
239.0,234.0,3.0
909.0,207.0,4.0
1100.0,220.0,3.5
1173.0,205.0,3.0
1420.0,3.0,4.0
626.0,958.0,3.5
992.0,278.0,4.0
776.0,1.0,3.5
557.0,244.0,2.5
444.0,244.0,3.5
1207.0,235.0,3.0
896.0,250.0,4.0
1067.0,9.0,3.0
1271.0,255.0,2.5
174.0,234.0,2.5
917.0,205.0,3.0
772.0,210.0,2.0
483.0,13.0,2.5
1269.0,2.0,3.0
174.0,121.0,1.5
1038.0,255.0,2.5
508.0,7.0,3.0
466.0,9.0,4.0
327.0,239.0,4.0
607.0,12.0,3.0
1271.0,1965.0,4.0
321.0,236.0,2.0
1249.0,1124.0,0.5
445.0,233.0,2.0
826.0,11.0,4.0
1234.0,206.0,3.5
1249.0,42.0,4.0
1230.0,255.0,2.5
960.0,1668.0,4.0
438.0,250.0,4.0
1062.0,17.0,3.0
746.0,210.0,3.0
946.0,255.0,2.0
1212.0,1602.0,4.0
938.0,1251.0,2.5
315.0,496.0,4.0
700.0,7.0,4.0
557.0,250.0,1.5
1495.0,2.0,3.0
303.0,8.0,2.0
727.0,2.0,3.0
1008.0,215.0,3.5
55.0,235.0,3.0
261.0,256.0,4.0
831.0,217.0,4.0
412.0,252.0,2.0
385.0,211.0,3.5
262.0,245.0,4.0
936.0,10.0,2.5
1238.0,211.0,4.0
322.0,236.0,2.0
1039.0,8.0,3.0
1382.0,13.0,3.0
3.0,148.0,3.5
812.0,1552.0,2.5
846.0,13.0,3.0
667.0,241.0,0.5
81.0,540.0,2.0
815.0,1166.0,0.5
197.0,245.0,1.5
988.0,257.0,3.0
438.0,5.0,4.0
800.0,245.0,3.5
352.0,241.0,4.0
785.0,216.0,2.0
1440.0,7.0,3.5
764.0,735.0,3.0
734.0,205.0,4.0
414.0,257.0,2.5
1124.0,215.0,1.0
670.0,240.0,3.0
63.0,9.0,3.5
1187.0,339.0,2.0
1197.0,250.0,4.0
482.0,257.0,2.5
1368.0,241.0,3.5
179.0,13.0,4.0
1109.0,257.0,2.5
995.0,241.0,2.5
352.0,213.0,3.0
1295.0,206.0,4.0
674.0,248.0,4.0
1214.0,236.0,3.0
628.0,550.0,4.0
1065.0,70.0,1.5
360.0,13.0,2.0
178.0,239.0,2.5
161.0,692.0,0.5
738.0,206.0,3.5
1385.0,84.0,3.0
144.0,5.0,4.0
1274.0,3.0,3.5
1222.0,216.0,0.5
399.0,219.0,2.0
1175.0,207.0,2.5
984.0,6.0,3.5
673.0,7.0,3.0
1081.0,246.0,3.5
1461.0,1.0,2.5
945.0,235.0,2.0
72.0,245.0,4.0
137.0,246.0,3.0
446.0,239.0,3.5
1474.0,235.0,1.0
86.0,243.0,4.0
1000.0,243.0,1.5
1503.0,13.0,3.5
174.0,13.0,3.0
852.0,3.0,4.0
317.0,1161.0,3.5
1447.0,7.0,4.0
449.0,3.0,3.5
1187.0,73.0,3.0
1452.0,2053.0,3.5
441.0,234.0,3.0
381.0,84.0,3.0
1189.0,378.0,3.0
670.0,1409.0,2.5
854.0,8.0,4.0
747.0,215.0,2.0
1451.0,219.0,3.0
1034.0,5.0,4.0
285.0,9.0,3.5
183.0,212.0,3.5
341.0,216.0,4.0
1001.0,247.0,4.0
535.0,252.0,3.5
300.0,1048.0,3.5
786.0,255.0,3.0
310.0,585.0,2.5
1453.0,7.0,4.0
168.0,257.0,3.0
461.0,7.0,4.0
1420.0,9.0,4.0
1147.0,606.0,2.0
279.0,245.0,3.5
1138.0,121.0,3.5
1477.0,11.0,4.0
677.0,246.0,4.0
1226.0,245.0,2.0
488.0,90.0,4.0
661.0,4.0,1.5
780.0,257.0,4.0
128.0,1.0,1.5
862.0,1638.0,4.0
1047.0,252.0,3.0
138.0,214.0,2.0
1398.0,746.0,3.0
1278.0,5.0,3.0
1238.0,251.0,4.0
1074.0,13.0,2.5
483.0,207.0,1.5
444.0,13.0,3.5
730.0,254.0,4.0
747.0,210.0,3.0
569.0,257.0,2.5
734.0,121.0,3.0
272.0,735.0,3.0
1363.0,219.0,3.5
1462.0,212.0,3.0
670.0,1417.0,3.5
316.0,251.0,2.0
504.0,9.0,4.0
199.0,548.0,2.5
460.0,239.0,2.5
460.0,8.0,1.0
671.0,1.0,4.0
948.0,236.0,3.5
847.0,215.0,2.5
839.0,7.0,1.5
1039.0,62.0,2.0
235.0,246.0,3.0
1418.0,2.0,4.0
539.0,248.0,3.5
626.0,523.0,0.5
1162.0,1641.0,3.0
1508.0,215.0,3.5
831.0,410.0,4.0
72.0,233.0,4.0
444.0,17.0,3.0
1230.0,241.0,4.0
528.0,246.0,3.0
1238.0,17.0,4.0
199.0,236.0,2.5
316.0,1132.0,4.0
631.0,121.0,2.5
840.0,5.0,4.0
328.0,239.0,3.0
965.0,257.0,2.0
482.0,7.0,2.5
1428.0,239.0,4.0
1255.0,207.0,2.5
896.0,12.0,4.0
142.0,212.0,3.0
1006.0,244.0,2.5
1187.0,340.0,2.5
774.0,50.0,4.0
711.0,8.0,2.0
53.0,213.0,3.5
1498.0,215.0,2.0
1461.0,252.0,4.0
262.0,1.0,4.0
863.0,7.0,2.5
270.0,2.0,2.5
1505.0,8.0,3.0
538.0,253.0,3.5
28.0,8.0,4.0
1118.0,9.0,4.0
647.0,233.0,2.5
1423.0,84.0,3.5
1225.0,6.0,3.0
79.0,243.0,0.5
374.0,257.0,2.5
1139.0,1.0,1.5
969.0,1688.0,3.0
546.0,206.0,4.0
424.0,13.0,2.5
1157.0,236.0,2.5
293.0,235.0,4.0
429.0,239.0,3.5
719.0,12.0,4.0
1474.0,5.0,3.5
291.0,239.0,2.0
1496.0,1033.0,4.0
136.0,641.0,3.5
1454.0,211.0,2.0
1414.0,253.0,2.0
36.0,205.0,4.0
1200.0,13.0,3.5
250.0,233.0,3.5
199.0,856.0,3.0
393.0,219.0,3.5
1006.0,235.0,3.0
425.0,245.0,1.5
940.0,7.0,4.0
1148.0,251.0,2.0
1187.0,1178.0,3.0
111.0,215.0,2.5
1451.0,2051.0,2.5
272.0,406.0,3.0
1000.0,235.0,1.5
614.0,205.0,3.0
15.0,2.0,4.0
271.0,216.0,3.5
37.0,249.0,4.0
1399.0,1.0,3.5
441.0,247.0,4.0
1212.0,1600.0,4.0
764.0,206.0,4.0
840.0,8.0,4.0
509.0,10.0,3.0
618.0,17.0,4.0
871.0,246.0,4.0
1203.0,207.0,4.0
1461.0,9.0,3.0
292.0,121.0,4.0
925.0,10.0,3.0
827.0,861.0,2.0
3.0,80.0,2.5
692.0,10.0,4.0
81.0,524.0,2.5
482.0,214.0,0.5
199.0,441.0,1.0
272.0,242.0,4.0
1187.0,746.0,3.0
1304.0,245.0,3.0
829.0,2.0,3.5
546.0,1.0,4.0
1092.0,206.0,2.0
962.0,5.0,4.0
1462.0,10.0,2.0
83.0,217.0,4.0
838.0,968.0,2.0
965.0,215.0,2.5
1173.0,1870.0,3.0
714.0,4.0,2.5
1402.0,8.0,4.0
1047.0,213.0,4.0
349.0,10.0,3.5
622.0,250.0,3.5
96.0,211.0,3.0
1006.0,121.0,2.5
205.0,233.0,3.0
830.0,835.0,3.0
136.0,626.0,4.0
1429.0,84.0,4.0
515.0,6.0,4.0
661.0,13.0,3.0
1333.0,1657.0,1.0
316.0,1155.0,4.0
323.0,717.0,2.5
589.0,219.0,3.5
754.0,235.0,3.0
1120.0,10.0,2.5
411.0,215.0,3.0
1130.0,234.0,2.5
508.0,1091.0,4.0
272.0,992.0,3.0
271.0,244.0,1.0
91.0,570.0,3.5
206.0,253.0,2.0
97.0,235.0,2.0
204.0,245.0,4.0
340.0,211.0,3.5
114.0,235.0,4.0
555.0,3.0,3.5
982.0,234.0,2.5
555.0,210.0,3.5
848.0,1630.0,1.0
795.0,253.0,3.0
308.0,1073.0,4.0
183.0,257.0,3.0
1332.0,1.0,4.0
883.0,30.0,4.0
355.0,435.0,3.5
352.0,121.0,3.0
381.0,13.0,3.5
223.0,219.0,3.5
544.0,252.0,4.0
281.0,9.0,3.5
1121.0,205.0,3.5
1230.0,245.0,3.5
907.0,13.0,1.0
324.0,205.0,4.0
227.0,1.0,3.5
426.0,3.0,3.0
818.0,217.0,3.0
1057.0,2.0,4.0
827.0,7.0,2.5
1274.0,212.0,3.0
121.0,244.0,3.0
1383.0,11.0,2.5
1034.0,207.0,0.5
542.0,7.0,3.0
441.0,236.0,3.5
125.0,17.0,3.5
624.0,577.0,3.0
302.0,3.0,3.5
285.0,787.0,4.0
1050.0,214.0,2.0
944.0,2.0,4.0
990.0,235.0,4.0
1073.0,206.0,3.5
1271.0,215.0,4.0
1203.0,206.0,3.0
313.0,1129.0,4.0
1302.0,205.0,4.0
580.0,84.0,2.5
541.0,1347.0,4.0
898.0,218.0,3.5
389.0,233.0,2.0
757.0,7.0,2.5
969.0,1697.0,3.0
836.0,243.0,2.5
317.0,218.0,3.5
630.0,256.0,3.0
391.0,17.0,1.0
82.0,207.0,2.0
1212.0,1605.0,3.0
348.0,249.0,3.0
1149.0,7.0,3.5
1335.0,245.0,2.5
1318.0,210.0,4.0
566.0,207.0,2.0
1470.0,7.0,2.0
1112.0,3.0,2.5
842.0,251.0,3.5
397.0,2.0,3.0
1075.0,214.0,3.0
286.0,241.0,3.5
336.0,17.0,3.5
695.0,236.0,3.5
588.0,709.0,1.5
1335.0,207.0,2.0
1228.0,213.0,2.5
1348.0,207.0,1.0
144.0,9.0,2.5
272.0,684.0,2.5
711.0,253.0,0.5
785.0,10.0,4.0
876.0,1.0,3.0
502.0,256.0,2.5
272.0,480.0,2.5
1269.0,254.0,3.5
250.0,251.0,2.5
853.0,8.0,3.5
156.0,246.0,4.0
873.0,239.0,2.0
575.0,206.0,2.5
478.0,278.0,1.5
451.0,235.0,0.5
193.0,213.0,3.0
1060.0,781.0,4.0
281.0,252.0,1.0
1223.0,1054.0,0.5
1153.0,148.0,3.0
457.0,121.0,2.5
1294.0,1977.0,4.0
653.0,235.0,3.0
1187.0,17.0,2.0
576.0,10.0,4.0
1214.0,5.0,2.0
29.0,300.0,3.0
1143.0,12.0,3.0
1246.0,121.0,4.0
221.0,915.0,4.0
161.0,727.0,1.0
1474.0,4.0,1.0
308.0,239.0,3.5
1318.0,234.0,3.5
1055.0,7.0,1.0
188.0,216.0,4.0
608.0,9.0,4.0
1175.0,5.0,4.0
64.0,8.0,3.5
1047.0,1.0,3.0
1422.0,2.0,4.0
231.0,5.0,3.5
626.0,1377.0,2.0
250.0,7.0,3.5
1050.0,216.0,2.5
1495.0,293.0,4.0
816.0,239.0,3.0
154.0,664.0,4.0
746.0,257.0,3.0
680.0,17.0,4.0
478.0,206.0,2.5
519.0,11.0,4.0
92.0,206.0,3.5
1375.0,254.0,2.0
1088.0,10.0,2.0
104.0,216.0,2.5
537.0,5.0,3.5
1336.0,2025.0,3.5
225.0,244.0,3.0
167.0,253.0,3.0
928.0,2.0,3.0
1437.0,1038.0,3.5
295.0,1.0,2.5
774.0,235.0,4.0
1386.0,220.0,2.0
944.0,3.0,3.0
935.0,236.0,3.5
451.0,211.0,4.0
730.0,220.0,4.0
967.0,255.0,4.0
928.0,219.0,3.0
1486.0,257.0,4.0
1034.0,206.0,4.0
982.0,241.0,2.5
826.0,233.0,4.0
1187.0,638.0,3.5
413.0,1.0,3.0
163.0,253.0,3.5
1454.0,256.0,1.0
965.0,235.0,4.0
628.0,5.0,3.0
695.0,207.0,3.0
1282.0,220.0,3.5
79.0,508.0,4.0
1229.0,7.0,3.5
1050.0,10.0,1.5
272.0,968.0,3.5
899.0,5.0,4.0
1076.0,11.0,4.0
760.0,216.0,2.5
517.0,210.0,3.5
522.0,216.0,3.5
547.0,121.0,2.0
218.0,247.0,2.0
128.0,615.0,3.5
456.0,206.0,3.0
939.0,1661.0,3.0
965.0,11.0,1.0
670.0,216.0,3.5
328.0,257.0,1.5
737.0,4.0,1.0
790.0,4.0,4.0
1393.0,9.0,4.0
262.0,11.0,3.0
224.0,215.0,3.5
457.0,239.0,2.5
350.0,12.0,4.0
1257.0,121.0,3.0
618.0,96.0,4.0
1059.0,1835.0,4.0
611.0,11.0,3.5
1148.0,3.0,2.5
1230.0,205.0,1.0
840.0,9.0,4.0
1094.0,13.0,4.0
676.0,12.0,3.0
908.0,216.0,3.0
657.0,246.0,2.5
1432.0,318.0,3.5
1465.0,11.0,4.0
1333.0,2015.0,3.5
1147.0,1393.0,1.5
69.0,216.0,3.0
208.0,207.0,2.5
857.0,938.0,2.0
365.0,10.0,3.0
807.0,250.0,3.0
502.0,8.0,3.0
1401.0,214.0,3.5
669.0,121.0,2.5
1465.0,217.0,4.0
1297.0,7.0,1.5
1001.0,246.0,1.5
1248.0,7.0,4.0
900.0,250.0,2.0
1498.0,246.0,3.5
1321.0,13.0,3.0
1209.0,10.0,3.5
1211.0,1.0,3.5
971.0,244.0,1.5
981.0,210.0,2.5
389.0,211.0,3.5
243.0,336.0,2.5
626.0,11.0,3.5
227.0,9.0,3.5
208.0,4.0,3.0
862.0,252.0,4.0
328.0,243.0,0.5
1108.0,212.0,1.5
272.0,292.0,3.5
1147.0,944.0,1.0
764.0,265.0,3.5
1274.0,253.0,2.5
328.0,241.0,3.0
1199.0,3.0,4.0
729.0,205.0,2.0
1483.0,245.0,2.5
1087.0,7.0,4.0
361.0,793.0,3.0
718.0,7.0,3.0
1081.0,213.0,3.0
248.0,935.0,0.5
1249.0,72.0,3.0
265.0,84.0,3.5
281.0,212.0,3.5
69.0,2.0,1.0
1187.0,1530.0,2.0
776.0,205.0,3.5
1146.0,233.0,3.5
1302.0,214.0,3.0
858.0,465.0,4.0
905.0,251.0,3.0
315.0,638.0,4.0
181.0,3.0,2.0
32.0,7.0,3.0
1081.0,7.0,4.0
758.0,9.0,3.5
214.0,207.0,3.5
969.0,1713.0,2.0
874.0,219.0,3.5
830.0,114.0,3.0
1431.0,213.0,3.0
535.0,254.0,2.5
535.0,235.0,1.0
91.0,252.0,3.0
657.0,205.0,3.0
547.0,213.0,3.5
999.0,251.0,3.0
1382.0,245.0,4.0
774.0,13.0,4.0
794.0,217.0,3.5
739.0,242.0,3.0
444.0,253.0,3.5
1225.0,243.0,1.0
1085.0,6.0,3.0
719.0,248.0,2.5
1476.0,233.0,4.0
547.0,207.0,4.0
361.0,800.0,3.0
1461.0,6.0,4.0
401.0,255.0,3.5
352.0,3.0,4.0
1071.0,216.0,1.0
295.0,2.0,2.5
1261.0,5.0,3.5
188.0,28.0,4.0
656.0,257.0,2.0
642.0,213.0,3.0
825.0,236.0,4.0
37.0,2.0,3.5
424.0,6.0,3.5
946.0,84.0,2.0
537.0,121.0,0.5
1126.0,212.0,3.0
190.0,239.0,2.5
172.0,12.0,4.0
190.0,205.0,3.5
1034.0,205.0,2.0
1008.0,7.0,4.0
972.0,243.0,1.5
1307.0,239.0,1.0
272.0,604.0,3.0
715.0,1.0,3.5
1333.0,1844.0,3.0
1003.0,235.0,1.5
444.0,9.0,3.0
1104.0,621.0,4.0
702.0,437.0,3.5
38.0,246.0,1.0
1130.0,254.0,2.5
408.0,239.0,4.0
939.0,236.0,1.5
97.0,248.0,1.5
1047.0,217.0,3.0
918.0,536.0,4.0
1126.0,205.0,4.0
1109.0,2.0,2.0
657.0,212.0,3.5
1491.0,207.0,2.5
580.0,9.0,2.5
808.0,216.0,3.0
171.0,5.0,4.0
633.0,207.0,3.0
1295.0,7.0,0.5
1187.0,116.0,2.0
891.0,1078.0,3.0
620.0,3.0,3.0
316.0,239.0,0.5
326.0,255.0,3.5
367.0,213.0,3.0
21.0,2.0,4.0
1502.0,243.0,2.5
782.0,249.0,4.0
1157.0,218.0,2.0
174.0,233.0,2.5
1143.0,8.0,2.5
540.0,1.0,4.0
628.0,11.0,2.5
114.0,10.0,3.0
1226.0,241.0,4.0
307.0,17.0,3.0
614.0,8.0,3.0
991.0,84.0,3.0
726.0,241.0,3.0
111.0,6.0,1.5
1345.0,206.0,4.0
411.0,8.0,4.0
1006.0,13.0,3.0
111.0,206.0,4.0
633.0,8.0,3.0
420.0,234.0,2.0
1281.0,219.0,2.5
291.0,8.0,3.5
237.0,211.0,2.0
1035.0,11.0,3.5
161.0,593.0,2.5
161.0,687.0,0.5
1198.0,217.0,1.5
432.0,17.0,3.0
674.0,11.0,4.0
666.0,1.0,3.0
1141.0,9.0,3.0
1175.0,214.0,1.5
65.0,17.0,3.0
452.0,235.0,2.5
274.0,257.0,4.0
401.0,249.0,3.0
151.0,3.0,2.5
842.0,805.0,4.0
920.0,245.0,2.5
360.0,207.0,3.0
1470.0,10.0,3.0
569.0,219.0,3.0
1059.0,241.0,3.5
891.0,269.0,3.5
181.0,216.0,2.0
650.0,7.0,2.5
878.0,253.0,2.0
930.0,246.0,2.5
1099.0,257.0,3.5
979.0,12.0,3.0
1460.0,241.0,1.5
891.0,207.0,2.0
1050.0,12.0,3.5
278.0,1020.0,3.0
601.0,6.0,2.5
346.0,213.0,3.0
81.0,249.0,2.0
437.0,84.0,2.0
464.0,207.0,1.5
959.0,213.0,3.0
416.0,7.0,4.0
200.0,236.0,4.0
874.0,246.0,3.5
1439.0,254.0,3.5
566.0,236.0,2.0
457.0,8.0,3.0
918.0,235.0,4.0
1199.0,207.0,3.5
136.0,215.0,3.0
747.0,2.0,3.0
788.0,253.0,3.5
124.0,236.0,2.5
392.0,220.0,3.0
613.0,252.0,4.0
760.0,84.0,1.0
416.0,239.0,4.0
93.0,215.0,2.5
265.0,215.0,4.0
227.0,215.0,4.0
950.0,214.0,4.0
886.0,12.0,2.5
1032.0,215.0,3.5
404.0,6.0,3.0
476.0,254.0,4.0
1228.0,212.0,2.5
559.0,233.0,1.5
1501.0,9.0,0.5
1187.0,218.0,3.0
921.0,214.0,2.5
78.0,183.0,1.0
675.0,249.0,3.5
705.0,246.0,3.0
547.0,247.0,3.5
504.0,5.0,3.0
1386.0,699.0,1.0
176.0,239.0,3.0
1152.0,13.0,4.0
666.0,205.0,3.0
1283.0,214.0,3.0
55.0,9.0,4.0
930.0,211.0,2.5
942.0,1.0,1.0
667.0,11.0,1.0
1464.0,254.0,4.0
460.0,255.0,3.0
865.0,210.0,3.5
859.0,250.0,4.0
386.0,5.0,3.5
466.0,84.0,4.0
1144.0,243.0,4.0
867.0,252.0,1.5
1238.0,253.0,3.0
308.0,252.0,3.5
1461.0,8.0,3.0
97.0,220.0,3.0
767.0,234.0,4.0
982.0,215.0,3.0
432.0,235.0,2.0
1017.0,11.0,3.0
631.0,255.0,2.0
1292.0,249.0,2.0
1192.0,12.0,2.5
913.0,4.0,3.5
70.0,5.0,4.0
376.0,241.0,3.0
483.0,8.0,4.0
161.0,723.0,3.5
557.0,236.0,3.0
227.0,17.0,3.5
1164.0,1171.0,3.5
705.0,234.0,4.0
653.0,247.0,2.0
711.0,239.0,4.0
1385.0,9.0,3.5
224.0,4.0,3.5
745.0,7.0,3.5
1140.0,233.0,2.5
915.0,241.0,4.0
812.0,1543.0,2.0
1152.0,121.0,4.0
1175.0,257.0,2.5
1290.0,11.0,4.0
466.0,13.0,4.0
1499.0,3.0,2.0
921.0,4.0,4.0
1496.0,1694.0,4.0
1069.0,13.0,3.0
1293.0,13.0,2.5
326.0,8.0,3.5
1138.0,244.0,3.5
1399.0,205.0,2.0
396.0,31.0,3.0
1230.0,207.0,3.5
174.0,4.0,1.0
215.0,253.0,2.5
588.0,739.0,4.0
319.0,241.0,1.5
836.0,248.0,3.0
969.0,1705.0,3.0
412.0,253.0,2.0
320.0,17.0,3.5
1165.0,10.0,2.0
1438.0,257.0,3.0
663.0,9.0,3.0
874.0,239.0,3.5
355.0,256.0,4.0
675.0,233.0,3.5
1158.0,11.0,4.0
1078.0,245.0,3.5
309.0,250.0,3.5
489.0,2.0,3.0
968.0,2.0,4.0
324.0,13.0,4.0
1297.0,217.0,4.0
898.0,1290.0,3.0
1286.0,236.0,3.5
161.0,730.0,3.0
451.0,253.0,2.0
156.0,236.0,3.0
1443.0,9.0,4.0
183.0,245.0,3.0
84.0,220.0,4.0
323.0,26.0,3.5
842.0,1090.0,3.5
711.0,249.0,4.0
1002.0,17.0,0.5
1302.0,12.0,3.0
265.0,247.0,3.5
107.0,11.0,4.0
428.0,84.0,3.5
1404.0,11.0,0.5
1254.0,244.0,2.5
969.0,1300.0,3.5
423.0,213.0,2.5
673.0,2.0,3.0
79.0,215.0,1.0
183.0,84.0,3.5
701.0,5.0,3.5
1173.0,210.0,4.0
843.0,212.0,2.0
1199.0,505.0,3.0
1051.0,236.0,3.0
326.0,220.0,3.0
197.0,246.0,2.0
457.0,235.0,2.5
439.0,12.0,2.0
1255.0,943.0,3.5
984.0,10.0,2.0
3.0,134.0,2.5
466.0,241.0,2.0
879.0,5.0,0.5
276.0,217.0,2.0
1152.0,236.0,3.0
364.0,2.0,2.0
968.0,215.0,4.0
1257.0,17.0,4.0
776.0,216.0,2.0
472.0,4.0,2.5
780.0,212.0,3.5
1212.0,13.0,3.5
478.0,539.0,2.0
358.0,10.0,3.0
906.0,434.0,4.0
396.0,304.0,3.0
1289.0,12.0,2.0
1370.0,206.0,3.0
1062.0,215.0,3.0
984.0,246.0,2.0
507.0,235.0,3.5
854.0,236.0,4.0
669.0,9.0,3.0
477.0,245.0,3.5
670.0,1134.0,3.0
1173.0,7.0,3.5
1318.0,246.0,4.0
294.0,10.0,2.0
795.0,212.0,3.0
1174.0,242.0,4.0
815.0,236.0,0.5
757.0,253.0,3.0
917.0,17.0,4.0
455.0,219.0,3.5
534.0,13.0,3.5
1126.0,256.0,3.0
879.0,8.0,0.5
279.0,121.0,3.5
161.0,510.0,2.5
554.0,398.0,4.0
1338.0,239.0,2.5
661.0,213.0,1.5
218.0,121.0,1.5
320.0,239.0,3.0
135.0,210.0,4.0
631.0,244.0,2.5
517.0,234.0,3.0
528.0,512.0,4.0
1443.0,363.0,4.0
972.0,210.0,2.5
79.0,504.0,0.5
219.0,842.0,4.0
1069.0,235.0,2.5
845.0,239.0,4.0
946.0,9.0,2.0
272.0,758.0,2.5
1297.0,84.0,4.0
606.0,5.0,0.5
249.0,246.0,2.0
296.0,2.0,3.5
454.0,17.0,3.5
365.0,206.0,3.5
740.0,17.0,3.5
1261.0,217.0,3.5
1501.0,236.0,2.0
152.0,7.0,4.0
1307.0,9.0,3.0
199.0,704.0,3.5
632.0,11.0,3.5
265.0,206.0,4.0
1034.0,525.0,4.0
641.0,84.0,1.5
589.0,6.0,3.0
1300.0,216.0,2.5
784.0,251.0,1.5
674.0,255.0,3.5
1508.0,1.0,1.5
838.0,4.0,1.5
1133.0,8.0,3.0
1022.0,8.0,4.0
1501.0,214.0,4.0
351.0,235.0,3.5
503.0,755.0,3.5
550.0,84.0,0.5
204.0,207.0,4.0
323.0,1190.0,3.0
1249.0,119.0,1.5
1147.0,336.0,3.5
1431.0,11.0,4.0
320.0,234.0,3.0
1249.0,233.0,3.5
1002.0,589.0,3.5
1367.0,3.0,3.5
245.0,234.0,2.5
781.0,2.0,4.0
800.0,84.0,2.5
969.0,706.0,2.5
161.0,716.0,2.5
1432.0,235.0,3.0
598.0,5.0,4.0
1150.0,13.0,3.5
1199.0,528.0,4.0
1156.0,245.0,3.5
16.0,219.0,3.0
936.0,252.0,4.0
146.0,11.0,4.0
55.0,10.0,3.0
168.0,219.0,2.5
580.0,219.0,3.5
1437.0,468.0,3.5
285.0,1037.0,2.0
1046.0,121.0,4.0
727.0,10.0,3.5
1254.0,2.0,4.0
677.0,207.0,3.0
1241.0,257.0,1.5
1409.0,10.0,3.0
1235.0,248.0,4.0
1104.0,625.0,3.5
800.0,13.0,3.5
544.0,17.0,4.0
1081.0,10.0,2.5
188.0,825.0,4.0
411.0,219.0,3.0
485.0,211.0,4.0
840.0,7.0,4.0
